@relation GenevaExtended_2014_Acoustic_Parameters_Functionals_personality

@attribute name string
@attribute F0semitoneFrom27.5Hz_sma3nz_amean numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevNorm numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile20.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile50.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile80.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope numeric
@attribute F0linearHz_sma3nz_amean numeric
@attribute F0linearHz_sma3nz_stddevNorm numeric
@attribute F0linearHz_sma3nz_percentile20.0 numeric
@attribute F0linearHz_sma3nz_percentile50.0 numeric
@attribute F0linearHz_sma3nz_percentile80.0 numeric
@attribute F0linearHz_sma3nz_pctlrange0-2 numeric
@attribute F0linearHz_sma3nz_meanRisingSlope numeric
@attribute F0linearHz_sma3nz_stddevRisingSlope numeric
@attribute F0linearHz_sma3nz_meanFallingSlope numeric
@attribute F0linearHz_sma3nz_stddevFallingSlope numeric
@attribute loudness_sma3_amean numeric
@attribute loudness_sma3_stddevNorm numeric
@attribute loudness_sma3_percentile20.0 numeric
@attribute loudness_sma3_percentile50.0 numeric
@attribute loudness_sma3_percentile80.0 numeric
@attribute loudness_sma3_pctlrange0-2 numeric
@attribute loudness_sma3_meanRisingSlope numeric
@attribute loudness_sma3_stddevRisingSlope numeric
@attribute loudness_sma3_meanFallingSlope numeric
@attribute loudness_sma3_stddevFallingSlope numeric
@attribute spectralFlux_sma3_amean numeric
@attribute spectralFlux_sma3_stddevNorm numeric
@attribute mfcc1_sma3_amean numeric
@attribute mfcc1_sma3_stddevNorm numeric
@attribute mfcc2_sma3_amean numeric
@attribute mfcc2_sma3_stddevNorm numeric
@attribute mfcc3_sma3_amean numeric
@attribute mfcc3_sma3_stddevNorm numeric
@attribute mfcc4_sma3_amean numeric
@attribute mfcc4_sma3_stddevNorm numeric
@attribute jitterLocal_sma3nz_amean numeric
@attribute jitterLocal_sma3nz_stddevNorm numeric
@attribute shimmerLocaldB_sma3nz_amean numeric
@attribute shimmerLocaldB_sma3nz_stddevNorm numeric
@attribute HNRdBACF_sma3nz_amean numeric
@attribute HNRdBACF_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-H2_sma3nz_amean numeric
@attribute logRelF0-H1-H2_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-A3_sma3nz_amean numeric
@attribute logRelF0-H1-A3_sma3nz_stddevNorm numeric
@attribute F1frequency_sma3nz_amean numeric
@attribute F1frequency_sma3nz_stddevNorm numeric
@attribute F1bandwidth_sma3nz_amean numeric
@attribute F1bandwidth_sma3nz_stddevNorm numeric
@attribute F1amplitudeLogRelF0_sma3nz_amean numeric
@attribute F1amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F2frequency_sma3nz_amean numeric
@attribute F2frequency_sma3nz_stddevNorm numeric
@attribute F2bandwidth_sma3nz_amean numeric
@attribute F2bandwidth_sma3nz_stddevNorm numeric
@attribute F2amplitudeLogRelF0_sma3nz_amean numeric
@attribute F2amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F3frequency_sma3nz_amean numeric
@attribute F3frequency_sma3nz_stddevNorm numeric
@attribute F3bandwidth_sma3nz_amean numeric
@attribute F3bandwidth_sma3nz_stddevNorm numeric
@attribute F3amplitudeLogRelF0_sma3nz_amean numeric
@attribute F3amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute alphaRatioV_sma3nz_amean numeric
@attribute alphaRatioV_sma3nz_stddevNorm numeric
@attribute hammarbergIndexV_sma3nz_amean numeric
@attribute hammarbergIndexV_sma3nz_stddevNorm numeric
@attribute slopeV0-500_sma3nz_amean numeric
@attribute slopeV0-500_sma3nz_stddevNorm numeric
@attribute slopeV500-1500_sma3nz_amean numeric
@attribute slopeV500-1500_sma3nz_stddevNorm numeric
@attribute spectralFluxV_sma3nz_amean numeric
@attribute spectralFluxV_sma3nz_stddevNorm numeric
@attribute mfcc1V_sma3nz_amean numeric
@attribute mfcc1V_sma3nz_stddevNorm numeric
@attribute mfcc2V_sma3nz_amean numeric
@attribute mfcc2V_sma3nz_stddevNorm numeric
@attribute mfcc3V_sma3nz_amean numeric
@attribute mfcc3V_sma3nz_stddevNorm numeric
@attribute mfcc4V_sma3nz_amean numeric
@attribute mfcc4V_sma3nz_stddevNorm numeric
@attribute alphaRatioUV_sma3nz_amean numeric
@attribute hammarbergIndexUV_sma3nz_amean numeric
@attribute slopeUV0-500_sma3nz_amean numeric
@attribute slopeUV500-1500_sma3nz_amean numeric
@attribute spectralFluxUV_sma3nz_amean numeric
@attribute mfcc1UV_sma3nz_amean numeric
@attribute mfcc2UV_sma3nz_amean numeric
@attribute mfcc3UV_sma3nz_amean numeric
@attribute mfcc4UV_sma3nz_amean numeric
@attribute loudnessPeaksPerSec numeric
@attribute VoicedSegmentsPerSec numeric
@attribute MeanVoicedSegmentLengthSec numeric
@attribute StddevVoicedSegmentLengthSec numeric
@attribute MeanUnvoicedSegmentLength numeric
@attribute StddevUnvoicedSegmentLength numeric
@attribute equivalentSoundLevel_dBp numeric
@attribute age {youth, adult, senior}
@attribute gender {m,f}
@attribute ewe numeric
@attribute likeability {L,NL}

@data
'train_295',2.331696e+01,9.488537e-02,2.083402e+01,2.338172e+01,2.491859e+01,4.084564e+00,-3.114607e+00,1.767410e+01,5.381285e+01,2.796372e+01,1.066131e+02,1.271765e-01,9.164445e+01,1.061429e+02,1.159949e+02,2.435050e+01,-8.772552e+00,9.964275e+01,3.490009e+02,1.856026e+02,1.837325e-01,1.065015e+00,4.942859e-02,7.632780e-02,3.023455e-01,2.529170e-01,5.174142e+00,3.472750e+00,4.212417e+00,2.354947e+00,5.839030e-02,1.353585e+00,8.426605e+00,1.415212e+00,-3.057054e+00,-3.449060e+00,-1.589679e+00,-4.650205e+00,-1.572751e+01,-1.057414e+00,2.673369e-02,7.302653e-01,2.118539e+00,8.574802e-01,4.391481e+00,2.826379e-01,-2.223911e+00,-2.273890e+00,2.002472e+01,2.951367e-01,6.832686e+02,3.374660e-01,1.461126e+03,1.447431e-01,-1.657124e+02,-4.464375e-01,1.592051e+03,1.275247e-01,1.281368e+03,2.621821e-01,-1.670615e+02,-4.273026e-01,2.456240e+03,6.541085e-02,9.269927e+02,1.430422e-01,-1.680069e+02,-4.112624e-01,-1.287503e+01,-4.902884e-01,2.243705e+01,2.266566e-01,8.355583e-02,1.735772e-01,-1.218001e-02,-8.948258e-01,1.454523e-01,5.534277e-01,2.188026e+01,3.139744e-01,-7.173845e+00,-2.117497e+00,8.957759e-01,1.056169e+01,-3.604351e+01,-3.946340e-01,-3.708376e+00,1.208472e+01,5.551029e-02,1.544619e-02,4.222610e-02,5.912858e+00,-2.156491e+00,-1.958757e+00,-1.181383e+01,3.666667e+00,2.033898e+00,7.166667e-02,7.057305e-02,3.414285e-01,4.463000e-01,-3.069010e+01,adult,m,2.02,L
'train_296',3.424535e+01,3.820146e-02,3.285516e+01,3.472402e+01,3.538392e+01,2.528763e+00,2.633712e+01,1.589939e+01,2.488708e+01,2.619945e+01,1.993646e+02,7.470702e-02,1.834608e+02,2.043727e+02,2.123107e+02,2.884995e+01,3.091393e+02,1.884068e+02,2.802642e+02,2.850312e+02,2.860837e-01,1.373521e+00,2.981747e-02,6.243920e-02,4.602076e-01,4.303902e-01,9.088652e+00,4.174782e+00,1.046968e+01,7.041045e+00,1.231788e-01,1.823627e+00,7.973460e+00,1.570767e+00,-6.266531e+00,-2.226221e+00,-5.673684e+00,-2.469436e+00,-2.145592e+01,-9.886595e-01,1.446785e-02,7.730058e-01,1.313627e+00,9.501352e-01,8.454160e+00,2.872716e-01,1.932098e+00,3.413969e+00,2.169709e+01,4.427479e-01,6.454942e+02,2.659884e-01,1.536938e+03,1.231531e-01,-1.374718e+02,-6.633673e-01,1.620692e+03,1.018353e-01,1.258048e+03,3.989114e-01,-1.394427e+02,-6.147845e-01,2.499007e+03,7.244778e-02,1.186744e+03,3.090711e-01,-1.415308e+02,-5.865166e-01,-1.145321e+01,-5.409412e-01,2.236931e+01,4.341713e-01,6.884009e-02,2.270884e-01,-1.864563e-02,-7.553248e-01,2.710810e-01,9.964915e-01,1.968964e+01,4.457753e-01,-9.878924e+00,-1.705884e+00,-3.238471e+00,-4.849637e+00,-4.163836e+01,-5.347151e-01,-2.151852e+00,1.085630e+01,5.371955e-02,1.398738e-02,5.912691e-02,2.678724e+00,-4.770617e+00,-6.666844e+00,-1.215769e+01,2.527076e+00,2.205882e+00,1.350000e-01,8.139410e-02,2.542857e-01,3.289315e-01,-2.263481e+01,youth,f,0.08,NL
'train_297',2.654708e+01,7.533657e-02,2.506052e+01,2.550163e+01,2.819129e+01,3.130764e+00,4.013168e+01,1.889678e+01,2.716266e+01,2.018249e+01,1.283387e+02,1.236217e-01,1.169503e+02,1.199681e+02,1.401577e+02,2.320746e+01,1.874019e+02,1.322204e+02,2.341836e+02,1.533345e+02,3.292539e-01,1.088439e+00,4.293368e-02,1.763690e-01,5.877612e-01,5.448275e-01,7.037124e+00,2.003765e+00,5.168903e+00,2.557819e+00,1.660876e-01,1.660702e+00,9.086293e+00,1.456198e+00,-8.260194e+00,-1.441120e+00,-1.359180e+01,-1.402050e+00,-1.867238e+01,-8.089887e-01,2.533214e-02,1.177601e+00,1.679410e+00,1.003291e+00,5.562708e+00,2.726154e-01,-2.399953e+00,-3.042731e+00,2.505930e+01,3.454499e-01,6.983289e+02,3.475714e-01,1.506360e+03,1.277891e-01,-1.371751e+02,-6.948245e-01,1.579732e+03,1.705686e-01,1.278339e+03,3.829262e-01,-1.386818e+02,-6.575819e-01,2.562197e+03,9.561601e-02,9.857433e+02,4.665060e-01,-1.407900e+02,-6.270629e-01,-1.584504e+01,-4.289877e-01,2.815447e+01,3.336675e-01,9.653681e-02,2.199216e-01,-2.466684e-02,-1.156565e+00,4.092225e-01,9.250806e-01,2.074060e+01,4.333108e-01,-8.622172e+00,-1.845427e+00,-2.143188e+01,-1.317983e+00,-3.068506e+01,-4.704888e-01,-4.492011e+00,1.333132e+01,6.869425e-02,1.130727e-02,6.640943e-02,4.458482e+00,-8.207325e+00,-1.035576e+01,-1.392859e+01,2.500000e+00,2.222222e+00,1.242857e-01,6.779321e-02,2.662500e-01,3.362639e-01,-2.068163e+01,youth,m,1.16,L
'train_298',3.987402e+01,1.620504e-02,3.927357e+01,3.974920e+01,4.042276e+01,1.149197e+00,3.071885e+01,3.609511e+01,1.350688e+01,8.465892e+00,2.753760e+02,3.786534e-02,2.657932e+02,2.732075e+02,2.840390e+02,1.824579e+01,4.899000e+02,5.685804e+02,2.197107e+02,1.390110e+02,2.086731e-01,1.106234e+00,2.520946e-02,1.023969e-01,4.742177e-01,4.490082e-01,4.829205e+00,2.267635e+00,4.392465e+00,3.187100e+00,5.952882e-02,1.440634e+00,8.539868e+00,1.740368e+00,-6.806280e+00,-2.363904e+00,-1.306369e+01,-1.068747e+00,-2.195057e+01,-7.207484e-01,1.288319e-02,8.893737e-01,1.001965e+00,9.512485e-01,1.140584e+01,2.859858e-01,9.707253e+00,8.634401e-01,2.988602e+01,2.824998e-01,7.061495e+02,2.371429e-01,1.440431e+03,1.614773e-01,-1.242101e+02,-7.285092e-01,1.653425e+03,1.457269e-01,1.144926e+03,2.296477e-01,-1.175449e+02,-7.445338e-01,2.633640e+03,8.890224e-02,8.975445e+02,2.385444e-01,-1.213544e+02,-6.853466e-01,-1.680099e+01,-4.265527e-01,2.827577e+01,3.340905e-01,6.768053e-02,2.690390e-01,-2.583461e-02,-6.051139e-01,1.169393e-01,8.153523e-01,2.110544e+01,3.997316e-01,-1.672882e+01,-1.019572e+00,-2.227892e+01,-5.948107e-01,-3.109919e+01,-5.209306e-01,-1.480252e+00,8.681097e+00,4.163110e-02,1.717950e-02,1.174080e-02,-2.020899e+00,1.372282e+00,-5.430402e+00,-1.455258e+01,2.651515e+00,1.544402e+00,2.875000e-01,1.608377e-01,2.700000e-01,3.925812e-01,-2.757729e+01,youth,f,-1.72,NL
'train_299',2.404521e+01,4.144585e-02,2.336093e+01,2.413512e+01,2.476878e+01,1.407843e+00,1.721474e+01,7.097444e+00,1.770517e+01,1.828467e+01,1.104737e+02,5.699854e-02,1.060281e+02,1.108643e+02,1.150260e+02,8.997887e+00,1.109372e+02,4.522116e+01,1.163845e+02,1.175560e+02,3.155569e-01,1.122015e+00,3.284891e-02,1.406354e-01,7.379602e-01,7.051113e-01,8.586547e+00,5.463044e+00,4.892251e+00,1.945096e+00,1.084768e-01,1.345212e+00,1.113484e+01,1.207772e+00,-1.252658e+00,-9.746041e+00,-3.899639e+00,-2.972152e+00,-1.069068e+01,-1.425671e+00,2.053580e-02,7.531707e-01,1.366671e+00,9.819252e-01,4.873626e+00,3.354281e-01,3.356140e+00,5.827917e-01,2.185282e+01,4.606512e-01,4.923078e+02,2.452148e-01,1.398164e+03,1.113776e-01,-1.362971e+02,-6.727220e-01,1.480976e+03,1.063112e-01,9.760762e+02,1.565036e-01,-1.392962e+02,-6.239192e-01,2.514948e+03,6.817652e-02,8.137948e+02,3.447058e-01,-1.416455e+02,-5.911220e-01,-1.433189e+01,-5.020125e-01,2.298969e+01,3.017876e-01,5.847741e-02,2.765573e-01,-1.690634e-02,-7.133039e-01,2.230802e-01,7.114634e-01,2.438196e+01,2.984490e-01,4.706214e+00,3.213824e+00,-2.732014e+00,-5.618339e+00,-2.127688e+01,-8.185259e-01,-2.650917e+00,1.003991e+01,5.127280e-02,1.378320e-02,5.727750e-02,5.269677e+00,-4.010213e+00,-4.392672e+00,-5.879012e+00,2.605863e+00,1.986755e+00,1.500000e-01,8.563489e-02,2.842857e-01,3.101546e-01,-2.412940e+01,adult,m,-1.53,NL
'train_300',3.156104e+01,1.156985e-01,2.845212e+01,3.093367e+01,3.454939e+01,6.097273e+00,1.264527e+01,1.521376e+01,5.671351e+01,3.542656e+01,1.746786e+02,2.437692e-01,1.422586e+02,1.641866e+02,2.023786e+02,6.011996e+01,1.545891e+02,1.572431e+02,7.147057e+02,4.958488e+02,2.843089e-01,1.289258e+00,4.009244e-02,1.181050e-01,4.959583e-01,4.558658e-01,7.209564e+00,5.699157e+00,5.792448e+00,4.444998e+00,1.085290e-01,1.604972e+00,4.742663e+00,2.341447e+00,-1.039676e+01,-1.229485e+00,-2.994354e+00,-3.168437e+00,-1.981917e+01,-8.721475e-01,4.290603e-02,1.001953e+00,1.832839e+00,7.873512e-01,6.322186e+00,4.001315e-01,4.269948e+00,1.494457e+00,2.253204e+01,5.430650e-01,7.008041e+02,2.356774e-01,1.409178e+03,1.905305e-01,-1.405427e+02,-6.532278e-01,1.676493e+03,1.250942e-01,1.079205e+03,2.327119e-01,-1.383553e+02,-6.435259e-01,2.590135e+03,6.595288e-02,9.181883e+02,1.704661e-01,-1.391473e+02,-6.315380e-01,-1.334490e+01,-7.520537e-01,2.256734e+01,4.408600e-01,7.618591e-02,2.272638e-01,-1.366273e-02,-1.462651e+00,2.800810e-01,7.664180e-01,1.552446e+01,6.765532e-01,-6.501998e+00,-2.960022e+00,-1.230762e+01,-9.012654e-01,-3.625085e+01,-5.057704e-01,1.620669e+00,8.946801e+00,6.631687e-02,2.500565e-02,3.329501e-02,-1.230781e-01,-1.219127e+01,1.163833e+00,-1.245527e+01,2.464789e+00,1.792115e+00,1.660000e-01,5.462600e-02,3.083333e-01,3.532901e-01,-2.474071e+01,senior,f,-0.45,NL
'train_301',3.213405e+01,1.019809e-01,3.018808e+01,3.163759e+01,3.266277e+01,2.474688e+00,4.076513e+02,6.311165e+02,4.563126e+01,5.150751e+01,1.801322e+02,2.694679e-01,1.572647e+02,1.710052e+02,1.814335e+02,2.416879e+01,3.403723e+02,1.492497e+02,1.236412e+03,8.607447e+02,4.152907e-01,1.171868e+00,5.161692e-02,2.070699e-01,7.900065e-01,7.383896e-01,1.030560e+01,6.872999e+00,5.789418e+00,4.074756e+00,1.383126e-01,1.498402e+00,2.370906e+00,5.879350e+00,-9.592104e+00,-1.826826e+00,-1.042826e+01,-7.805769e-01,-2.589561e+01,-7.669387e-01,2.321216e-02,1.956541e+00,1.234816e+00,9.873239e-01,8.362481e+00,2.753994e-01,8.210627e+00,9.559411e-01,2.270991e+01,4.666323e-01,7.166094e+02,2.342848e-01,1.447223e+03,1.195989e-01,-1.293165e+02,-7.449169e-01,1.686416e+03,1.240831e-01,1.047680e+03,2.713018e-01,-1.307173e+02,-7.018577e-01,2.600944e+03,6.149940e-02,1.006415e+03,1.877245e-01,-1.313032e+02,-6.935328e-01,-1.313246e+01,-6.656371e-01,2.127034e+01,4.300596e-01,7.850024e-02,1.993440e-01,-2.400665e-02,-5.517645e-01,2.607899e-01,7.712892e-01,1.532273e+01,5.605703e-01,-5.605525e+00,-4.435995e+00,-1.291029e+01,-4.900633e-01,-4.429393e+01,-3.707218e-01,1.098473e+00,7.616781e+00,6.502651e-02,1.255884e-02,7.359368e-02,-4.482568e+00,-1.167100e+01,-9.071733e+00,-1.599195e+01,2.212389e+00,1.789709e+00,1.887500e-01,1.307132e-01,3.100000e-01,3.627978e-01,-2.089615e+01,senior,f,-1.56,NL
'train_302',3.744944e+01,1.132907e-01,3.514928e+01,3.688737e+01,4.310520e+01,7.955925e+00,2.123776e+02,2.612733e+02,2.008818e+01,8.364244e+00,2.465502e+02,2.484374e-01,2.094657e+02,2.315751e+02,3.316403e+02,1.221747e+02,2.248367e+03,3.346370e+03,3.343092e+02,1.750654e+02,2.352459e-01,1.148518e+00,2.177176e-02,1.442663e-01,3.881286e-01,3.663568e-01,4.655390e+00,2.621885e+00,5.079367e+00,3.023762e+00,8.381037e-02,1.190349e+00,1.070150e+01,1.261382e+00,-1.137781e+00,-1.304084e+01,-1.127339e+01,-1.002697e+00,-2.225248e+01,-8.956499e-01,1.735648e-02,9.486258e-01,1.317779e+00,1.017924e+00,9.889457e+00,2.743129e-01,1.203477e+01,7.845077e-01,2.488623e+01,4.967161e-01,7.666657e+02,1.627213e-01,1.300906e+03,1.766199e-01,-1.266466e+02,-7.159999e-01,1.774399e+03,1.262481e-01,1.012741e+03,2.903329e-01,-1.295875e+02,-6.506326e-01,2.681805e+03,9.483715e-02,8.650302e+02,2.020736e-01,-1.307525e+02,-6.326569e-01,-1.706731e+01,-5.690314e-01,2.484581e+01,4.587710e-01,7.235766e-02,2.789070e-01,-1.775849e-02,-6.115223e-01,1.530851e-01,5.822122e-01,1.971743e+01,5.636370e-01,-5.031649e+00,-3.836241e+00,-1.667532e+01,-7.705459e-01,-3.324456e+01,-4.578595e-01,-8.014386e+00,1.689818e+01,4.690734e-02,1.152775e-02,4.076123e-02,5.378458e+00,1.448441e+00,-7.942273e+00,-1.570988e+01,3.806229e+00,2.464789e+00,1.514286e-01,1.377812e-01,2.037500e-01,2.151707e-01,-2.634147e+01,adult,m,-0.33,NL
'train_303',3.161375e+01,2.130540e-01,2.752350e+01,2.919003e+01,3.041950e+01,2.895998e+00,6.699091e+01,3.641813e+01,1.293043e+01,3.556254e+00,1.876742e+02,5.212695e-01,1.348536e+02,1.484548e+02,1.593805e+02,2.452690e+01,1.663441e+03,0.000000e+00,4.735983e+01,0.000000e+00,1.675620e-01,9.064837e-01,4.084442e-02,1.037663e-01,2.758251e-01,2.349807e-01,3.423722e+00,1.488501e+00,5.026025e+00,3.015311e+00,4.927889e-02,1.272579e+00,2.947086e+00,4.283651e+00,-3.410637e+00,-2.874175e+00,-2.790744e-01,-3.376367e+01,-2.773388e+01,-5.695645e-01,3.244455e-02,8.319721e-01,1.594031e+00,6.279829e-01,6.349255e+00,2.805550e-01,9.989061e-01,6.034715e+00,2.245583e+01,5.249418e-01,6.999764e+02,3.354596e-01,1.471821e+03,1.489493e-01,-1.257389e+02,-7.632782e-01,1.599681e+03,1.002144e-01,1.162444e+03,1.554899e-01,-1.264069e+02,-7.419903e-01,2.528238e+03,5.466308e-02,1.028311e+03,2.567629e-01,-1.294862e+02,-6.941621e-01,-1.186289e+01,-6.274157e-01,2.288320e+01,3.542845e-01,9.717962e-02,1.600447e-01,-2.008430e-03,-9.025135e+00,9.568841e-02,7.086616e-01,1.434601e+01,6.718969e-01,-6.326528e+00,-1.434896e+00,-3.883522e+00,-2.337432e+00,-4.175158e+01,-3.407276e-01,1.567644e+00,6.042071e+00,6.130731e-02,2.548805e-02,2.509459e-02,-3.281290e+00,-1.859652e+00,1.715324e+00,-2.001210e+01,3.703704e+00,2.264151e+00,1.466667e-01,1.078064e-01,2.012500e-01,2.537931e-01,-3.147574e+01,youth,m,0.71,L
'train_304',3.087989e+01,1.270292e-01,2.895784e+01,3.018343e+01,3.126926e+01,2.311419e+00,9.787849e+01,4.115019e+01,-5.876503e+00,7.061034e+01,1.692434e+02,2.874707e-01,1.465034e+02,1.572465e+02,1.673982e+02,2.089478e+01,1.069453e+03,7.619020e+02,-1.847876e+02,1.106216e+03,3.866688e-01,1.223298e+00,5.131063e-02,1.663671e-01,6.758777e-01,6.245670e-01,1.249748e+01,7.416513e+00,1.154240e+01,6.771767e+00,2.003340e-01,1.400594e+00,4.202120e+00,2.318579e+00,-4.069209e+00,-2.739939e+00,-1.284397e+00,-5.993783e+00,-3.945892e+01,-4.484662e-01,7.920610e-02,2.406861e+00,2.200320e+00,6.395710e-01,5.552830e+00,4.105088e-01,2.762837e+00,2.801090e+00,1.703710e+01,7.291250e-01,7.116555e+02,3.080677e-01,1.588709e+03,1.444221e-01,-1.491839e+02,-5.695090e-01,1.616211e+03,1.087393e-01,1.071816e+03,1.691494e-01,-1.460815e+02,-5.873485e-01,2.579749e+03,6.058207e-02,9.463807e+02,1.750174e-01,-1.464688e+02,-5.800778e-01,-9.880426e+00,-6.503114e-01,1.631447e+01,5.438351e-01,8.828411e-02,1.689113e-01,-1.419786e-02,-8.872021e-01,5.230776e-01,6.104454e-01,1.155792e+01,7.173606e-01,-4.862694e+00,-2.084280e+00,-6.788890e-01,-1.599883e+01,-5.298638e+01,-3.063253e-01,-2.338225e+00,8.722404e+00,7.117157e-02,4.033149e-03,8.590916e-02,1.684925e+00,-3.641539e+00,-1.446815e+00,-3.476744e+01,3.883495e+00,2.302632e+00,1.071429e-01,6.474440e-02,2.675000e-01,3.604077e-01,-2.039919e+01,senior,m,0.49,L
'train_305',3.780936e+01,1.206492e-01,3.507975e+01,3.758254e+01,3.878716e+01,3.707409e+00,6.754121e+01,5.395736e+01,8.267632e+01,0.000000e+00,2.556019e+02,4.013990e-01,2.086139e+02,2.410586e+02,2.584305e+02,4.981664e+01,1.728945e+03,1.294147e+03,2.030338e+03,0.000000e+00,6.049244e-01,1.083779e+00,1.259639e-01,2.705067e-01,1.102030e+00,9.760662e-01,1.492739e+01,6.460867e+00,1.331589e+01,6.671353e+00,2.774655e-01,1.217558e+00,7.986268e+00,1.618636e+00,-8.754766e+00,-2.125798e+00,-1.079537e+01,-1.074213e+00,-2.627186e+01,-8.949053e-01,2.018352e-02,6.836140e-01,1.288202e+00,8.531817e-01,8.377689e+00,3.969190e-01,9.780343e+00,1.306482e+00,1.802980e+01,7.472736e-01,7.160423e+02,2.663438e-01,1.210846e+03,2.152683e-01,-1.328896e+02,-6.844755e-01,1.783750e+03,1.343528e-01,9.720598e+02,3.028803e-01,-1.296007e+02,-6.673469e-01,2.644958e+03,6.218482e-02,9.538809e+02,2.355509e-01,-1.284640e+02,-6.808981e-01,-1.050751e+01,-1.170730e+00,1.714415e+01,6.648577e-01,7.921214e-02,2.197676e-01,-3.035200e-02,-7.386907e-01,5.658200e-01,5.300747e-01,1.265332e+01,1.140393e+00,9.230499e-02,2.284109e+02,-1.868581e+01,-6.153356e-01,-4.613225e+01,-4.777064e-01,-3.558995e-01,1.294439e+01,5.908402e-02,1.545133e-03,1.068807e-01,4.953126e+00,-1.385514e+01,-6.115036e+00,-1.452835e+01,3.030303e+00,2.316602e+00,1.566667e-01,2.168461e-01,2.171429e-01,3.591543e-01,-1.528823e+01,youth,f,0.47,L
'train_306',3.534327e+01,8.331276e-02,3.212241e+01,3.514126e+01,3.850761e+01,6.385204e+00,1.582657e+01,1.790902e+01,3.215741e+01,0.000000e+00,2.149204e+02,1.716750e-01,1.758549e+02,2.093624e+02,2.542898e+02,7.843494e+01,2.232494e+02,2.025839e+02,6.446678e+02,4.138504e+01,3.823465e-01,1.288055e+00,4.739063e-02,1.251492e-01,8.010767e-01,7.536860e-01,1.024937e+01,5.531776e+00,1.084005e+01,7.099607e+00,1.976365e-01,1.701148e+00,-1.349838e-01,-8.994576e+01,-1.773132e+01,-6.965658e-01,-1.114917e+01,-1.011827e+00,-1.219252e+01,-1.084024e+00,2.360220e-02,9.925444e-01,1.891212e+00,8.006188e-01,6.976871e+00,4.143775e-01,3.825212e+00,2.838529e+00,2.152502e+01,3.684523e-01,7.705692e+02,1.851422e-01,1.533489e+03,1.255621e-01,-1.619290e+02,-4.744090e-01,1.569833e+03,8.780644e-02,1.196375e+03,2.947476e-01,-1.607345e+02,-4.707913e-01,2.579840e+03,5.897549e-02,8.791365e+02,1.623859e-01,-1.621453e+02,-4.501960e-01,-6.864379e+00,-9.499879e-01,1.735907e+01,5.726246e-01,8.610183e-02,2.008249e-01,-1.392546e-02,-1.285825e+00,4.966443e-01,7.705711e-01,1.001991e+01,1.047587e+00,-1.667563e+01,-1.091981e+00,-1.424489e+01,-9.975626e-01,-2.839584e+01,-6.083034e-01,2.470085e+00,9.124516e+00,7.630160e-02,1.512218e-02,1.270453e-01,-2.703501e+00,-1.802584e+01,-1.047138e+01,-8.307520e+00,3.321033e+00,1.879699e+00,9.800000e-02,3.969887e-02,3.433333e-01,3.448994e-01,-2.022820e+01,adult,f,0.84,L
