@relation 'GenevaExtended_2014_Acoustic_Parameters_Functionals_over_full_input: -C 0'

@attribute name string
@attribute F0semitoneFrom27.5Hz_sma3nz_amean numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevNorm numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile20.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile50.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile80.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope numeric
@attribute F0linearHz_sma3nz_amean numeric
@attribute F0linearHz_sma3nz_stddevNorm numeric
@attribute F0linearHz_sma3nz_percentile20.0 numeric
@attribute F0linearHz_sma3nz_percentile50.0 numeric
@attribute F0linearHz_sma3nz_percentile80.0 numeric
@attribute F0linearHz_sma3nz_pctlrange0-2 numeric
@attribute F0linearHz_sma3nz_meanRisingSlope numeric
@attribute F0linearHz_sma3nz_stddevRisingSlope numeric
@attribute F0linearHz_sma3nz_meanFallingSlope numeric
@attribute F0linearHz_sma3nz_stddevFallingSlope numeric
@attribute loudness_sma3_amean numeric
@attribute loudness_sma3_stddevNorm numeric
@attribute loudness_sma3_percentile20.0 numeric
@attribute loudness_sma3_percentile50.0 numeric
@attribute loudness_sma3_percentile80.0 numeric
@attribute loudness_sma3_pctlrange0-2 numeric
@attribute loudness_sma3_meanRisingSlope numeric
@attribute loudness_sma3_stddevRisingSlope numeric
@attribute loudness_sma3_meanFallingSlope numeric
@attribute loudness_sma3_stddevFallingSlope numeric
@attribute spectralFlux_sma3_amean numeric
@attribute spectralFlux_sma3_stddevNorm numeric
@attribute mfcc1_sma3_amean numeric
@attribute mfcc1_sma3_stddevNorm numeric
@attribute mfcc2_sma3_amean numeric
@attribute mfcc2_sma3_stddevNorm numeric
@attribute mfcc3_sma3_amean numeric
@attribute mfcc3_sma3_stddevNorm numeric
@attribute mfcc4_sma3_amean numeric
@attribute mfcc4_sma3_stddevNorm numeric
@attribute jitterLocal_sma3nz_amean numeric
@attribute jitterLocal_sma3nz_stddevNorm numeric
@attribute shimmerLocaldB_sma3nz_amean numeric
@attribute shimmerLocaldB_sma3nz_stddevNorm numeric
@attribute HNRdBACF_sma3nz_amean numeric
@attribute HNRdBACF_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-H2_sma3nz_amean numeric
@attribute logRelF0-H1-H2_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-A3_sma3nz_amean numeric
@attribute logRelF0-H1-A3_sma3nz_stddevNorm numeric
@attribute F1frequency_sma3nz_amean numeric
@attribute F1frequency_sma3nz_stddevNorm numeric
@attribute F1bandwidth_sma3nz_amean numeric
@attribute F1bandwidth_sma3nz_stddevNorm numeric
@attribute F1amplitudeLogRelF0_sma3nz_amean numeric
@attribute F1amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F2frequency_sma3nz_amean numeric
@attribute F2frequency_sma3nz_stddevNorm numeric
@attribute F2bandwidth_sma3nz_amean numeric
@attribute F2bandwidth_sma3nz_stddevNorm numeric
@attribute F2amplitudeLogRelF0_sma3nz_amean numeric
@attribute F2amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F3frequency_sma3nz_amean numeric
@attribute F3frequency_sma3nz_stddevNorm numeric
@attribute F3bandwidth_sma3nz_amean numeric
@attribute F3bandwidth_sma3nz_stddevNorm numeric
@attribute F3amplitudeLogRelF0_sma3nz_amean numeric
@attribute F3amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute alphaRatioV_sma3nz_amean numeric
@attribute alphaRatioV_sma3nz_stddevNorm numeric
@attribute hammarbergIndexV_sma3nz_amean numeric
@attribute hammarbergIndexV_sma3nz_stddevNorm numeric
@attribute slopeV0-500_sma3nz_amean numeric
@attribute slopeV0-500_sma3nz_stddevNorm numeric
@attribute slopeV500-1500_sma3nz_amean numeric
@attribute slopeV500-1500_sma3nz_stddevNorm numeric
@attribute spectralFluxV_sma3nz_amean numeric
@attribute spectralFluxV_sma3nz_stddevNorm numeric
@attribute mfcc1V_sma3nz_amean numeric
@attribute mfcc1V_sma3nz_stddevNorm numeric
@attribute mfcc2V_sma3nz_amean numeric
@attribute mfcc2V_sma3nz_stddevNorm numeric
@attribute mfcc3V_sma3nz_amean numeric
@attribute mfcc3V_sma3nz_stddevNorm numeric
@attribute mfcc4V_sma3nz_amean numeric
@attribute mfcc4V_sma3nz_stddevNorm numeric
@attribute alphaRatioUV_sma3nz_amean numeric
@attribute hammarbergIndexUV_sma3nz_amean numeric
@attribute slopeUV0-500_sma3nz_amean numeric
@attribute slopeUV500-1500_sma3nz_amean numeric
@attribute spectralFluxUV_sma3nz_amean numeric
@attribute mfcc1UV_sma3nz_amean numeric
@attribute mfcc2UV_sma3nz_amean numeric
@attribute mfcc3UV_sma3nz_amean numeric
@attribute mfcc4UV_sma3nz_amean numeric
@attribute loudnessPeaksPerSec numeric
@attribute VoicedSegmentsPerSec numeric
@attribute MeanVoicedSegmentLengthSec numeric
@attribute StddevVoicedSegmentLengthSec numeric
@attribute MeanUnvoicedSegmentLength numeric
@attribute StddevUnvoicedSegmentLength numeric
@attribute equivalentSoundLevel_dBp numeric
@attribute Speaker_ID {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,207,208,210,211,212,213,214,215,216,217,218,219,220,222,223,224,225,226,227,228,229,230}
@attribute Gender {m,f}
@attribute Extraversion {E,NE}
@attribute Agreeableness {A,NA}
@attribute Conscientiousness {C,NC}
@attribute Neuroticism {N,NN}
@attribute Openness {O,NO}

@data
train_119,35.57966,0.144756,33.81736,36.08624,38.35188,4.534519,116.7624,162.0495,48.68525,63.48103,222.4662,0.224314,193.9441,221.1294,252.0181,58.07401,1367.971,2385.905,458.8415,470.6027,0.407381,0.711245,0.158164,0.349559,0.618965,0.460801,8.732397,5.408895,6.255518,3.102638,0.17959,0.868787,19.40577,0.719167,5.300646,3.203324,-2.782722,-4.895896,-4.670246,-3.84752,0.023845,1.139967,1.347129,0.925023,9.385107,0.312061,5.171973,2.379383,23.85164,0.561177,706.7473,0.231859,1410.815,0.15692,-105.1843,-0.83386,1686.841,0.123336,1077.484,0.304392,-107.1689,-0.75328,2676.726,0.079636,1000.433,0.338454,-110.6853,-0.699284,-17.66655,-0.470319,28.9535,0.349661,0.01461,2.064666,-0.016316,-0.856991,0.246041,0.682838,24.33507,0.438322,2.098054,9.304095,-7.237039,-1.852226,-11.38389,-1.564778,-12.23458,21.33525,-0.016738,-0.00116,0.102412,13.90335,9.174865,2.458228,3.147803,5.105105,4.128902,0.120488,0.097604,0.10122,0.076004,-22.17731,83,f,E,A,C,N,O
train_120,26.43419,0.14543,24.50353,25.38752,28.21072,3.707184,32.16821,15.517,79.2287,127.4452,131.9772,0.52409,113.2469,119.18,140.2939,27.04694,203.1871,123.7897,329.8768,0,0.622718,0.426655,0.405416,0.613264,0.824679,0.419263,7.860829,4.188179,6.208439,3.471122,0.225024,0.610204,2.579685,5.09965,-1.772187,-7.765211,-8.930409,-1.052622,-43.47995,-0.306425,0.027767,1.149621,1.233142,0.771662,5.110309,0.386399,-3.359579,-1.725384,12.93932,0.725601,697.1666,0.325047,1527.796,0.210694,-106.2554,-0.963222,1639.843,0.124408,1178.452,0.297307,-108.8986,-0.896711,2493.315,0.0656,1041.245,0.314093,-108.0355,-0.910601,-10.94659,-0.600066,15.77892,0.456238,0.10659,0.147437,-0.015203,-0.900895,0.244049,0.54478,9.890584,0.828474,-0.506456,-27.09417,-11.34192,-0.853046,-49.79259,-0.221571,-0.172058,5.836081,0.089523,0.002508,0.211798,-3.135018,-2.850514,-7.113906,-38.38358,5.705706,3.822938,0.104737,0.08309,0.136842,0.135668,-22.28498,72,m,NE,NA,NC,N,NO
train_121,25.20007,0.075556,23.71106,25.16532,26.65809,2.947031,68.20546,93.64801,25.7129,14.22019,118.6227,0.11113,108.184,117.6596,128.2716,20.08765,455.6891,646.7453,179.8077,95.97616,0.47268,0.514161,0.252911,0.477783,0.690571,0.43766,6.486969,3.534841,6.644743,3.1648,0.197726,0.635025,19.22104,0.679551,23.23554,0.666228,8.35389,1.738911,-3.379619,-4.062931,0.02628,0.843919,1.302386,0.963768,6.327876,0.270847,8.503411,1.266968,28.57096,0.248933,459.0873,0.296286,1295.054,0.143638,-85.73807,-1.034322,1467.982,0.123244,969.0236,0.331549,-96.09376,-0.834607,2460.723,0.060255,799.323,0.329511,-96.32944,-0.830081,-19.45536,-0.346045,25.62634,0.269286,0.011099,2.255475,-0.008723,-1.87059,0.230722,0.568961,24.9544,0.337847,29.49947,0.479332,8.518577,1.864327,-6.21544,-2.178981,-8.714284,16.24044,0.001944,0.005459,0.152427,11.04219,14.12836,8.305515,0.963655,5.805806,3.420523,0.165588,0.125375,0.106765,0.06388,-20.85451,93,m,E,NA,NC,N,NO
train_122,22.95708,0.06172,21.92591,22.90719,23.73108,1.805172,40.40461,45.21238,21.21677,14.59832,103.9399,0.089551,97.58117,103.2726,108.3052,10.72405,281.3172,314.3449,130.9625,114.3322,0.664104,0.402301,0.393659,0.681703,0.911209,0.517549,8.51579,3.934543,7.165409,4.274337,0.206817,0.586065,10.92631,0.965045,9.529521,1.184087,-6.240998,-2.067361,-10.63702,-1.142468,0.018414,0.825346,1.089711,0.774518,4.196493,0.32932,2.602597,1.306129,15.47398,0.379886,683.689,0.320955,1362.127,0.243336,-121.0717,-0.78129,1661.559,0.151986,1128.781,0.293018,-124.1784,-0.72541,2548.64,0.080751,1008.563,0.340759,-124.3095,-0.723194,-10.29187,-0.421151,16.17002,0.304642,0.048694,0.363594,-0.021652,-0.683832,0.205962,0.555098,16.13764,0.385916,9.034697,1.151212,-11.83904,-1.229946,-11.63168,-1.002685,-4.39601,10.52934,0.034284,-0.006202,0.207124,7.461865,9.61193,-2.570673,-10.01618,5.505506,2.21328,0.171364,0.156039,0.248696,0.255994,-22.98354,56,m,NE,A,NC,N,NO
train_123,33.7195,0.067415,31.86091,33.79873,35.79945,3.938532,112.1315,151.8277,30.94385,26.45787,194.5074,0.127889,173.2701,193.7374,217.4982,44.22816,1167.64,1593.607,353.6432,278.5047,0.561357,0.561915,0.253192,0.526632,0.848935,0.595742,9.050076,4.370241,9.078493,4.930707,0.223452,0.75411,14.33296,0.779244,-0.167229,-78.41924,0.097195,166.6814,-15.37583,-1.045388,0.026099,1.197706,1.276601,0.796871,7.390798,0.357465,6.015644,1.648728,18.65305,0.466295,603.8798,0.397888,1488.929,0.199113,-97.57161,-0.931556,1520.959,0.157514,1181.334,0.25418,-92.57323,-0.93175,2410.41,0.086327,1004.435,0.38684,-95.27267,-0.880357,-10.98602,-0.63519,19.15915,0.431264,0.047479,0.55266,-0.010564,-1.699446,0.269521,0.616812,17.40062,0.553439,-2.576728,-5.66985,-2.650994,-7.264215,-20.90439,-0.756346,-6.021829,14.47843,0.020694,0.002248,0.162503,10.05897,3.336668,4.077308,-8.136125,5.605606,3.826788,0.141579,0.099988,0.108,0.10045,-21.80354,111,m,E,NA,C,N,NO
train_124,37.03735,0.075738,34.76934,36.465,39.26849,4.499153,61.41753,58.74626,29.71883,42.95161,236.8748,0.174515,204.9133,225.9964,266.2088,61.29543,886.0192,912.7039,420.395,597.2484,0.467734,0.763924,0.113699,0.378092,0.805698,0.691999,9.127651,4.679884,6.627312,2.578399,0.178601,1.022341,10.46536,1.248052,-10.51692,-1.740289,-18.52002,-0.750763,-28.08961,-0.692425,0.020553,1.369691,1.21694,0.894444,9.071873,0.359852,6.265819,1.344216,24.81067,0.366839,735.9573,0.231315,1408.964,0.183023,-80.18098,-1.175824,1690.671,0.140455,1084.288,0.257622,-83.19458,-1.035113,2650.284,0.067731,1017.899,0.308265,-86.67199,-0.965309,-12.33559,-0.6342,23.47735,0.453083,0.088864,0.228909,-0.021306,-0.768405,0.246163,0.767321,16.03316,0.601762,-14.88879,-1.322622,-23.65579,-0.509773,-34.10841,-0.574901,-2.549741,9.875112,0.048299,0.004975,0.066708,1.002258,-3.593023,-9.7617,-17.75122,3.803804,2.620968,0.231154,0.17465,0.136,0.116138,-21.3803,63,f,E,A,NC,NN,NO
train_125,26.69321,0.078042,24.64838,26.73733,28.70427,4.055889,68.27361,68.53971,31.30921,48.01936,129.4673,0.122,114.2134,128.8516,144.3468,30.13345,438.0231,462.8407,249.8239,448.6575,0.396475,0.524735,0.208645,0.395309,0.58074,0.372095,5.925696,2.787694,5.576969,3.150771,0.162709,0.675098,16.5345,0.884333,22.19685,0.699138,7.695159,1.745694,-7.668756,-1.677459,0.031457,0.902138,1.532903,0.838438,6.791255,0.294166,8.970093,0.86285,30.25317,0.205461,467.4514,0.316999,1319.092,0.17541,-95.25795,-0.947944,1467.984,0.113262,947.1574,0.305671,-104.5741,-0.778181,2470.194,0.05242,817.0663,0.268145,-105.2642,-0.767534,-19.18,-0.355668,25.93574,0.270967,0.024549,0.944848,-0.007693,-2.201931,0.203337,0.53929,23.58779,0.416846,29.79523,0.423185,7.715139,1.940145,-9.015252,-1.566236,-7.027784,13.7654,0.019748,0.008597,0.116569,8.112007,12.76598,7.57127,-6.095797,5.505506,3.420523,0.151471,0.160516,0.120294,0.102884,-22.43882,93,m,NE,A,C,NN,NO
train_126,33.14975,0.076599,30.6592,33.31618,35.49521,4.836004,66.25691,57.64841,36.89951,20.95519,188.6326,0.145107,161.6017,188.4091,213.6792,52.07748,705.9651,580.8693,407.4311,252.8388,0.604275,0.534051,0.279199,0.583548,0.899045,0.619846,9.123999,4.225292,9.491569,4.961223,0.2461,0.714953,15.02779,0.769443,0.518091,23.07854,1.391162,11.63025,-15.33705,-0.953532,0.028348,0.982165,1.252744,0.804574,7.279127,0.356367,5.890724,1.734405,20.15338,0.400856,615.1379,0.389216,1482.904,0.172491,-90.97935,-1.002093,1527.39,0.157988,1201.844,0.263559,-87.63531,-0.969922,2426.806,0.086208,1002.104,0.374602,-91.21428,-0.90048,-12.01999,-0.566112,20.78505,0.398842,0.045866,0.520533,-0.01026,-1.78117,0.288688,0.609506,18.86913,0.503059,-1.490822,-8.846026,-0.389022,-49.06758,-19.99833,-0.731045,-5.319381,13.54394,0.018124,0.00105,0.184406,9.023421,3.619112,4.435488,-8.030671,5.805806,3.521127,0.163143,0.123468,0.105758,0.096986,-21.04289,111,m,E,NA,NC,NN,O
train_127,33.4455,0.084447,31.16777,33.66919,35.26897,4.1012,118.1454,166.4727,36.95021,34.83285,192.3999,0.165871,166.4398,192.2903,211.0295,44.58971,1318.808,1838.083,432.2359,431.5262,0.611776,0.526999,0.31602,0.614339,0.882503,0.566483,10.8336,6.174893,8.556162,3.548022,0.270882,0.749719,10.95185,1.374797,4.345345,3.345038,-2.617547,-6.621545,-14.01052,-1.037757,0.026785,1.09826,1.256985,0.814692,8.105727,0.354255,8.234879,1.251756,22.04665,0.421675,605.4852,0.418985,1431.844,0.191018,-96.89593,-0.938604,1532.597,0.16471,1192.93,0.303757,-95.17828,-0.885912,2460.386,0.086891,960.3437,0.321406,-97.1507,-0.851406,-13.65091,-0.575536,21.49864,0.413951,0.06128,0.39169,-0.006666,-2.897497,0.32425,0.670335,16.92229,0.630516,6.098719,2.469073,-3.656915,-5.44467,-20.45344,-0.677858,-2.964155,11.84623,0.034987,0.007305,0.202553,2.94009,2.151378,-1.276176,-5.074311,5.605606,3.219316,0.17125,0.144195,0.13069,0.100273,-20.54121,111,m,E,NA,NC,N,NO
train_128,31.75152,0.246279,26.30673,28.07403,43.21347,16.90674,341.9303,425.2326,185.5724,156.2886,194.6676,0.588372,125.6813,139.1925,335.9128,210.2315,4283.18,5586.498,2832.72,2404.249,0.446469,0.538536,0.22026,0.402218,0.65636,0.436099,6.418405,3.530685,5.332198,3.332225,0.200829,0.876542,14.98741,0.750023,-15.79425,-0.792211,-0.041161,-444.398,-49.28115,-0.41983,0.047937,1.66599,1.512674,0.766038,6.147016,0.436248,-4.051808,-2.597276,17.00479,0.799405,653.7437,0.323011,1467.365,0.167558,-88.81287,-1.190737,1608.457,0.114075,1107.638,0.224193,-87.99464,-1.105282,2539.336,0.070741,995.785,0.347517,-91.876,-1.018436,-14.43662,-0.653074,26.50593,0.359322,0.106181,0.214636,-0.021809,-0.956336,0.273706,0.710667,19.92884,0.455517,-16.02554,-0.804423,-8.086542,-2.212085,-56.29346,-0.36463,-3.369393,14.28226,0.07035,0.003119,0.114723,9.173908,-15.72342,9.609001,-40.52731,3.903904,3.423968,0.151177,0.189205,0.127813,0.109137,-21.33784,62,m,NE,A,NC,NN,NO
train_129,28.3995,0.045814,27.21748,28.35205,29.38164,2.16416,43.35141,53.85978,12.94665,15.97757,142.2427,0.077751,132.4667,141.4464,150.1052,17.6385,379.4338,478.8267,113.5586,155.1842,0.606934,0.478472,0.349657,0.582021,0.836485,0.486829,9.647103,5.156178,8.294659,4.783861,0.239942,0.57346,17.9014,0.606556,14.59546,0.823855,4.244189,2.54957,-11.05782,-1.152174,0.017074,0.899927,1.203771,0.906805,7.068107,0.236503,6.381588,0.723156,23.59777,0.297428,530.0172,0.296779,1451.439,0.144403,-108.4655,-0.860043,1514.653,0.103401,1086.361,0.265668,-114.6609,-0.753926,2477.462,0.050842,949.2526,0.34993,-115.5328,-0.740643,-15.48427,-0.366208,22.10299,0.308621,0.013004,1.343857,-0.016532,-0.720988,0.238049,0.506792,22.44699,0.3466,15.39542,0.845763,2.947757,4.467482,-16.59161,-0.763665,-10.33343,17.20347,-0.005284,-0.003134,0.245867,13.82306,13.74875,5.437801,-6.171506,5.205205,2.313883,0.196957,0.194611,0.205833,0.282311,-21.39207,60,m,NE,NA,NC,N,NO
train_131,24.77996,0.08144,23.64081,24.53939,25.60544,1.964632,33.65851,31.96046,40.7804,42.75866,116.0406,0.150725,107.7428,113.4841,120.689,12.94615,269.6935,304.0737,310.8165,318.1543,0.689896,0.394029,0.429185,0.69559,0.928057,0.498871,7.908577,4.723637,7.460122,3.895032,0.245178,0.54145,11.15867,1.010762,6.004782,1.994342,1.275746,8.499206,-19.97111,-0.698665,0.023583,3.137159,1.211274,0.889202,4.820522,0.339423,3.381033,1.469318,19.27861,0.437233,646.0507,0.353648,1523.101,0.214057,-126.8922,-0.725034,1574.671,0.133206,1208.722,0.31934,-128.7634,-0.686546,2469.107,0.074019,942.3471,0.282567,-129.5603,-0.674558,-9.822909,-0.545248,17.71973,0.389291,0.04985,0.302303,-0.010644,-1.266512,0.263267,0.491362,17.43564,0.503776,5.426331,2.481323,5.029902,2.58912,-20.55062,-0.702548,-4.895602,10.98793,0.04925,-0.006685,0.237219,7.573791,6.269853,-0.840214,-19.704,5.606408,2.991945,0.114615,0.074174,0.198846,0.174231,-21.83948,105,m,NE,A,NC,NN,NO
train_132,27.02278,0.063317,25.59471,26.69126,28.23879,2.644081,86.91213,151.2859,20.56243,10.2695,131.6563,0.103455,120.6146,128.5204,140.5167,19.90208,738.7579,1303.624,147.4473,72.62413,0.429437,0.517137,0.238109,0.43526,0.618521,0.380411,5.812162,2.960256,5.756094,3.26882,0.165371,0.702553,17.54755,0.819788,19.80398,0.718644,3.565075,4.054705,-6.51185,-2.010776,0.028039,1.00857,1.26871,0.858091,6.928347,0.261745,6.020915,1.113066,28.40102,0.207607,463.9378,0.324463,1353.137,0.162888,-89.55621,-1.018534,1436.326,0.130645,1037.814,0.303931,-99.55471,-0.821963,2431.025,0.057614,799.1987,0.231675,-100.5239,-0.804016,-18.6888,-0.320667,24.57615,0.251638,0.031632,0.725652,-0.012689,-1.350896,0.199119,0.588235,25.34787,0.343125,25.30773,0.51012,2.937409,5.688111,-9.516664,-1.239977,-5.203568,11.88855,0.019244,0.008598,0.118971,6.805722,12.39199,4.546261,-2.323626,4.804805,3.222558,0.169375,0.130933,0.125161,0.112533,-22.29135,118,m,NE,NA,C,NN,O
train_134,25.76889,0.18577,21.06838,26.03505,29.04958,7.981194,120.8364,171.2323,128.8919,211.6828,127.1805,0.343945,92.86532,123.7274,147.2554,54.39008,1069.518,1616.394,1319.207,2651.101,0.462967,0.643222,0.216894,0.398063,0.683881,0.466987,9.217195,5.224539,6.039972,4.347022,0.157066,0.945353,10.47271,1.023553,-11.28009,-1.173056,-11.88303,-1.049445,-29.50912,-0.556447,0.026513,0.898167,1.272338,0.928624,4.711402,0.501442,-5.859292,-1.16845,14.7577,0.602825,736.0191,0.295829,1501.93,0.1664,-129.0581,-0.76499,1591.604,0.125701,1227.842,0.388527,-129.7737,-0.738488,2529.519,0.068814,912.9993,0.226963,-131.9818,-0.703105,-11.10698,-0.505006,22.6536,0.340482,0.099724,0.16329,-0.016052,-0.781945,0.208562,0.81816,14.08147,0.707726,-13.84791,-1.031081,-17.20745,-0.743446,-39.13087,-0.394822,-6.310973,15.58632,0.069451,-0.000691,0.131651,8.712536,-9.957219,-9.235033,-24.52425,4.304305,2.816901,0.107857,0.075798,0.227143,0.22029,-23.934,131,m,NE,A,NC,NN,NO
train_135,28.05077,0.148406,25.48022,26.48073,29.92319,4.442974,300.4933,402.067,85.47485,136.2965,144.2995,0.335232,119.8199,126.9568,155.0258,35.20596,3539.827,4992.336,906.5824,1208.66,0.605592,0.532876,0.320331,0.549063,0.91648,0.596149,8.736087,5.633,7.431971,3.70943,0.272754,0.756547,8.76478,1.580593,-13.45359,-0.955785,-4.991164,-2.672832,-38.02628,-0.364305,0.044069,1.410361,1.63415,0.809194,5.264723,0.488996,0.570883,11.17042,23.26893,0.38387,710.9859,0.313461,1520.186,0.213689,-104.8071,-0.983636,1615.201,0.128236,1139.71,0.219633,-105.431,-0.946224,2547.057,0.075251,1056.305,0.333943,-109.186,-0.875933,-11.7655,-0.529356,23.36016,0.303816,0.105732,0.19333,-0.011117,-1.452272,0.337749,0.625491,15.93616,0.465045,-12.94211,-1.025331,-6.109418,-2.302034,-44.10212,-0.311224,-2.803172,13.76393,0.089567,0.002803,0.225349,2.830729,-13.86568,-4.175925,-33.22469,5.405406,3.830645,0.106842,0.095865,0.133684,0.144065,-20.08514,104,m,NE,A,NC,N,NO
train_136,33.63078,0.088712,31.15109,33.48553,36.60719,5.456095,76.91624,72.52726,49.45587,40.26287,194.7635,0.17234,166.3168,190.3029,227.9019,61.58511,891.0714,868.3898,573.2573,437.1506,0.476964,0.574173,0.213515,0.470771,0.728956,0.515441,7.001371,3.244958,6.392233,2.731305,0.212964,0.691138,19.7227,0.764253,5.635067,2.489233,4.64991,3.484385,-10.50775,-1.616348,0.032493,1.153668,1.026341,0.954647,9.317949,0.221771,8.507888,1.109333,25.21538,0.352314,543.0072,0.340093,1396.073,0.139656,-94.34621,-0.949733,1498.711,0.144488,1139.093,0.252087,-95.93752,-0.852445,2398.336,0.104299,967.9712,0.33963,-99.65863,-0.789529,-19.0505,-0.406389,28.72354,0.30656,0.042653,0.76735,-0.010464,-1.817553,0.262876,0.50991,26.71641,0.341834,4.913724,3.11001,3.811216,4.864555,-17.4882,-0.934055,-8.694078,17.60579,0.007344,0.007448,0.14046,9.137956,6.745305,5.95957,0.099584,5.805806,2.822581,0.2025,0.157902,0.131786,0.130714,-20.43565,111,m,E,A,NC,N,NO
train_137,25.39072,0.264577,21.61658,22.93538,26.34841,4.731825,270.8374,367.3814,-6.998016,78.43072,135.1462,0.869685,95.85345,103.446,125.981,30.12759,3141.334,3046.707,-1139.177,1591.953,0.398218,0.569353,0.207808,0.37948,0.544463,0.336654,7.0789,4.234838,4.918278,3.417335,0.128652,0.881218,5.19501,2.807714,4.422611,3.189133,5.33376,2.457397,-26.00756,-0.600114,0.034349,1.132383,1.387938,0.844745,3.952048,0.498188,0.277035,25.32756,13.5194,0.654359,727.2607,0.349775,1430.272,0.267717,-153.7189,-0.529897,1649.119,0.149842,1208.529,0.368395,-152.8781,-0.519007,2526.786,0.069632,1042.094,0.335411,-152.4532,-0.525163,-8.380397,-0.91425,13.97965,0.564764,0.062483,0.313188,-0.007223,-2.150302,0.14826,0.698034,14.35142,0.746377,6.869451,2.183852,6.631641,2.042678,-35.34104,-0.36515,-0.6906,7.471107,0.048421,0.00691,0.117338,2.226348,3.744716,4.883573,-22.84139,4.304305,2.313883,0.096957,0.068869,0.329091,0.466329,-26.9905,53,m,NE,A,NC,NN,NO
train_138,35.20509,0.055399,33.8502,34.81657,36.18076,2.330563,102.766,97.19142,18.52156,11.81401,211.5544,0.122972,194.3106,205.4661,222.3296,28.019,806.8887,1063.09,232.5101,168.1458,0.452477,0.648583,0.162654,0.399287,0.707035,0.544381,8.356772,3.673192,7.110101,3.767583,0.173568,0.750795,17.72346,0.76689,0.724893,20.95739,-3.953346,-2.787422,-11.25011,-1.505958,0.020856,0.998539,1.273989,0.951327,9.583165,0.251995,5.047216,1.788001,24.85928,0.340896,693.0238,0.209324,1450.507,0.142853,-92.0336,-0.965989,1653.946,0.120292,1129.457,0.27504,-96.30982,-0.859769,2630.503,0.077843,1030.685,0.33925,-101.0296,-0.781059,-15.72049,-0.473596,26.84809,0.362052,0.040706,0.702667,-0.014396,-0.943883,0.224924,0.581319,22.54827,0.435207,-2.386616,-7.385519,-7.497427,-1.535375,-18.51896,-0.896127,-9.012939,17.78325,0.000803,0.002043,0.102566,11.11505,5.758559,1.046792,-1.254895,5.805806,3.726083,0.147027,0.130008,0.104444,0.107947,-22.45056,83,f,NE,A,C,N,NO
train_139,24.36726,0.084679,22.31719,24.3152,26.09492,3.777725,98.60294,130.2574,22.62916,9.67363,113.1809,0.122088,99.81595,112.0234,124.1742,24.35828,635.9119,847.4652,149.3696,65.3048,0.458394,0.524912,0.239514,0.463202,0.67465,0.435136,7.277759,3.935695,6.401447,3.241326,0.186409,0.661406,18.38177,0.797397,17.03252,0.834158,2.335583,6.426747,-0.33637,-37.72188,0.032246,0.982836,1.531628,0.842235,5.593417,0.298263,6.061277,0.863881,29.01588,0.222242,491.4715,0.331228,1388.54,0.162226,-107.2731,-0.856528,1432.376,0.131422,1082.195,0.326915,-114.7054,-0.732604,2471.33,0.057986,770.9431,0.348929,-116.5149,-0.705335,-18.55878,-0.324058,25.23712,0.254195,0.01543,1.347328,-0.014614,-1.348133,0.23567,0.54109,26.62255,0.309256,22.83397,0.571539,-0.78843,-22.246,-2.101115,-6.30338,-8.178585,15.91183,0.007206,0.005896,0.142711,10.63043,11.59328,5.282689,1.352183,5.905906,3.524673,0.126857,0.122842,0.141177,0.11414,-22.08745,93,m,E,A,NC,NN,NO
